,count,values
dataset.system.phase.component.name.@value,1,['Component1']
dataset.contributor.role.@value,1,['DataCollector']
dataset.creator.email.@value,1,['jane.doe@ub.uni-stuttgart.de']
dataset.creator.id.scheme,1,['https://www.doi.org/']
dataset.system.grid.file.link.@value,1,['objectstore:12392832']
dataset.context.relatedResource.id.scheme,1,['']
dataset.system.phase.component.forcefield.parameter.value.@value,1,"['Val1', 'Val2']"
dataset.provenance.step.tool.softwareVersion.@value,1,['4.2']
dataset.rightsStatement.rightsBasis.valueURI,1,['']
dataset.rightsStatement.rightsGranted.act.authorityURI,1,['']
dataset.context.referencePublication.citation.@value,1,"['G. Bauer, N. Gribova, A. Lange, C. Holm, J. Gross (2017). Three-body effects in triplets of capped gold nanocrystals']"
dataset.keywords.keyword.vocabulary,1,['Testvokab']
dataset.provenance.step.tool.SoftwareApplication.id.type,1,['doi']
dataset.context.referencePublication.id.type,1,['doi']
dataset.mode.@value,1,"['Experiment', 'Prediction', 'Simulation']"
dataset.workedNote.@value,1,"['Did not work, becouse of parameter x']"
dataset.contact.id.@value,1,['0000-0002-8524-0569']
dataset.provenance.step.instrument.date.@value,1,['2017-08-09T12:35:51']
dataset.provenance.step.method.parameter.value.@value,1,['23.5']
dataset.contributor.familyName.@value,1,['Helfer Helferin']
dataset.system.grid.countCells.@value,1,['1000000']
dataset.contact.familyName.@value,1,['Test']
dataset.dates.date.dateType,1,"['Available', 'Created', 'Submitted']"
dataset.system.id,1,"['s1', 's2']"
dataset.provenance.step.actor.givenName.@value,1,['Testine']
dataset.system.temporalResolution.interval.@value,1,['10.454']
dataset.contact.affiliation.address.@value,1,"['Holzgartenstr. 16, 70165 Stuttgart, Germandy']"
dataset.system.boundaryCondition.parameter.value.@value,1,['23.5']
dataset.rightsStatement.statuteInformation.statuteJurisdiction.@value,1,['CountryCode']
dataset.contact.id.type,1,['orcid']
dataset.dates.date.@value,1,"['2017-08-09', '2017-09-19', '2019-09-19']"
dataset.system.grid.scalingFormula.@value,1,['7.5f * a']
dataset.system.grid.file.checksum.algorithm,1,['md5']
dataset.controlledVariable.unit.@value,1,['Newton']
dataset.identifier.@value,1,['10.232543242']
dataset.system.temporalResolution.timeStep.@value,1,"['1.12', '2.12', '7.12']"
dataset.checksum.@value,1,['eekowr32ko4j324k3l2']
dataset.contact.name.@value,1,"['Test, Testeria Carla']"
dataset.creator.familyName.@value,1,['Doe']
dataset.controlledVariable.name.@value,1,['Kraft']
dataset.system.boundaryCondition.flow.size.@value,1,['2.34']
dataset.provenance.step.actor.role.@value,1,['Researcher']
dataset.controlledVariable.symbol.@value,1,['p']
dataset.fundingReference.funderName.@value,1,['DFG']
dataset.context.relatedIdentifier.relatedIdentifierType,1,['DOI']
dataset.system.phase.component.id,1,['c123']
dataset.provenance.step.tool.SoftwareSourceCode.checksum.@value,1,['bw2ko34kdowjekr']
dataset.fundingReference.awardNumber.@value,1,['5463']
dataset.rightsStatement.rightsGranted.act.authority,1,['']
dataset.rightsStatement.rightsBasis.authority,1,['']
dataset.provenance.step.actor.email.@value,1,['testine@test.de']
dataset.provenance.step.type.@value,1,['generation']
dataset.controlledVariable.value.@value,1,['5.0']
dataset.subjects.subject.subjectScheme,1,"['DDC', 'FOK', 'GND']"
dataset.provenance.step.instrument.history.event.action.@value,1,"['Installation', 'Reparatur']"
dataset.provenance.step.actor.name.@value,1,['Testine Test']
dataset.measuredVariable.symbol.@value,1,"['v', '°C']"
dataset.provenance.step.tool.SoftwareApplication.checksum.algorithm,1,['md5']
dataset.system.grid.intervalZ.@value,1,['10']
dataset.provenance.step.tool.name.@value,1,['Gromacs']
dataset.contributor.name.@value,1,['Contributor 1']
dataset.system.grid.countX.@value,1,['100']
dataset.system.grid.intervalY.@value,1,['10']
dataset.system.grid.point.positionX.@value,1,['20']
dataset.provenance.step.instrument.history.event.id,1,"['i1', 'i2']"
dataset.context.relatedResource.checksum.algorithm,1,['md5']
dataset.worked.@value,1,['0']
dataset.fundingReference.funderIdentifier.@value,1,['https://dx.doi.org/10.23493.123912/']
dataset.contributor.id.scheme,1,['https://orcid.org/']
dataset.contact.affiliation.id.type,1,['gnd']
dataset.provenance.step.actor.affiliation.address.@value,1,['Tastido']
dataset.provenance.step.method.description.@value,1,['longer text describing the method']
dataset.title.lang,1,['en']
dataset.contributor.id.@value,1,[' orcid.org/0000-0003-8514-0565']
dataset.provenance.step.date.@value,1,['2001-10-26T21:32:52']
dataset.project.level,1,['1']
dataset.contributor.affiliation.address.@value,1,"['Helperstr. 28, Helpercity']"
dataset.context.referencePublication.id.@value,1,['http://dx.doi.org/10.1080/00268976.2016.1213909']
dataset.creator.affiliation.id.@value,1,"['43167-9', 'https://orcid.org/0000-0002-8524-0569']"
dataset.subjects.subject.@value,1,"['Thermodynamics', 'Thermodynamik']"
dataset.contact.role.@value,1,['ContactPerson']
dataset.system.grid.countZ.@value,1,['100']
dataset.system.grid.point.positionZ.@value,1,['70']
dataset.context.relatedIdentifier.relatedMetadataScheme,1,['']
dataset.identifier.type,1,['doi']
dataset.measuredVariable.name.@value,1,"['Geschwindigkeit', 'Temperatur']"
dataset.contact.id.scheme,1,['https://orcid.org']
dataset.system.grid.unit.@value,1,['mm']
dataset.provenance.step.tool.SoftwareApplication.id.scheme,1,['https://dx.doi.org/']
dataset.provenance.step.order,1,['0']
dataset.contributor.email.@value,1,['hans.helper@helperinstitut.de']
dataset.provenance.step.input.checksum.@value,1,['b2dowrcw233k423']
dataset.rightsStatement.rightsGranted.act.valueURI,1,['']
dataset.system.phase.component.forcefield.parameter.name.@value,1,"['Para1', 'Para2']"
dataset.context.relatedResource.id.@value,1,['10.7865/3ko249eko32']
dataset.creator.id.type,1,['doi']
dataset.description.@value,1,['And this is the Abstract']
dataset.system.grid.file.checksum.@value,1,['erkefmei2ji43jdie2o4kj3k2']
dataset.format.formatRegistry.simpleLink,1,['http://irgendeinlink.de']
dataset.provenance.step.instrument.id,1,['i12345']
dataset.contributor.id.type,1,['orcid']
dataset.provenance.step.instrument.description.@value,1,['neues Gerät in Bau3 34.234.3432']
dataset.provenance.step.system.@value,1,['s2']
dataset.contact.givenName.@value,1,['Testeria Carla']
dataset.creator.affiliation.address.@value,1,"['Holzgartenstr. 20, Stuttgart']"
dataset.provenance.step.instrument.name.@value,1,['Laser-Tomograph']
dataset.context.relatedResource.link.@value,1,['http://www.testpublikation.repo.i/']
dataset.contact.address.@value,1,"['Holzgartenstr. 16, Stuttgart']"
dataset.provenance.step.instrument.software.@value,1,['EXT-SW']
dataset.contributor.givenName.@value,1,['Hans']
dataset.system.phase.name,1,['']
dataset.provenance.step.environment.compiler.name.@value,1,['GCC']
dataset.version.@value,1,['1.0']
dataset.fundingReference.funderIdentifier.funderIdentifierType,1,['Crossref Funder ID']
dataset.provenance.step.method.name.@value,1,['numerical simulation']
dataset.provenance.step.tool.SoftwareSourceCode.checksum.algorithm,1,['md5']
dataset.storage.contentLocation.simpleLink,1,['http://ein.simpler.link.zum.File']
dataset.provenance.step.tool.URL.@value,1,['http://gromacs-software.com']
dataset.subjects.subject.schemeURI,1,"['', 'http://www.thingsmadethinkable.com/']"
dataset.rightsStatement.copyrightInformation.copyrightJurisdiction.@value,1,['DE']
dataset.system.phase.component.unit.@value,1,['mmol']
dataset.provenance.step.errorMethod.name.@value,1,['block averaging']
dataset.identifier.scheme,1,['']
dataset.fundingReference.awardNumber.awardURI,1,['http://link.to.award']
dataset.system.temporalResolution.numberOfTimesteps.@value,1,['10000']
dataset.rightsStatement.statuteInformation.statuteCitation.valueURI,1,['']
dataset.provenance.step.method.parameter.name.@value,1,['para1']
dataset.provenance.step.environment.nodes.@value,1,['10']
dataset.context.relatedResource.id.type,1,['doi']
dataset.provenance.step.tool.operatingSystem.@value,1,['UNIX']
dataset.provenance.step.tool.programmingLanguage.@value,1,['C++']
dataset.system.grid.intervalX.@value,1,['10']
dataset.provenance.step.instrument.location.@value,1,"['Bau3, UB 1.23.']"
dataset.provenance.step.instrument.type.@value,1,['CTR']
dataset.rightsStatement.statuteInformation.statuteCitation.authority,1,['']
dataset.provenance.step.environment.compiler.flags.@value,1,['g erw werdkw ekwr']
dataset.system.parameter.value.@value,1,['25.7']
dataset.creator.affiliation.name.@value,1,"['FoKUS, Universitätsbibliothek Stuttgart']"
dataset.project.@value,1,"['Project title', 'Subproject title']"
dataset.resourceType.@value,1,['Inputfile to Simulation']
dataset.title.@value,1,['This Is An English Testtitle']
dataset.provenance.step.tool.SoftwareApplication.link.@value,1,['http://link.zu.gromacs.app']
dataset.fundingReference.awardTitle.@value,1,"[""Testproject 'Katalonien'""]"
dataset.provenance.step.tool.codeRepository.@value,1,['https://url.zum.repo']
dataset.contact.affiliation.name.@value,1,['Universitätsbibliothek Stuttgart']
dataset.provenance.step.instrument.history.event.date.@value,1,['2017-03-25T13:11:58']
dataset.provenance.step.input.link.@value,1,['http://link.zu.input.file']
dataset.provenance.step.input.checksum.algorithm,1,['test']
dataset.provenance.step.instrument.version,1,['0.5']
dataset.context.referencePublication.id.scheme,1,['']
dataset.creator.id.@value,1,['10.18419/fd-17256']
dataset.contributor.affiliation.name.@value,1,['Helper Institute']
dataset.rightsStatement.rightsBasis.authorityURI,1,['']
dataset.provenance.step.environment.name.@value,1,['CRAY']
dataset.system.phase.component.smilesCode.@value,1,['s3423']
dataset.creator.affiliation.id.type,1,"['gnd', 'orcid']"
dataset.system.grid.countY.@value,1,['100']
dataset.subjects.subject.valueURI,1,"['4059827-5', '536.7', 'http://www.thingsmadethinkable.com/item/fields_of_knowledge.php?focus=Thermodynamics']"
dataset.provenance.step.instrument.software.os,1,['Linux']
dataset.contact.affiliation.id.@value,1,['43167-9']
dataset.system.grid.countBlocks.@value,1,['1000000']
dataset.keywords.keyword.vocabularyURL,1,['http://testvocab/testkeyword']
dataset.provenance.step.environment.ppn.@value,1,['2']
dataset.rightsStatement.rightsStatementIdentifier.simpleLink,1,['']
dataset.provenance.step.tool.SoftwareApplication.id.@value,1,['10.232456.bl-eower']
