,count,values
premis.object.environmentDesignation.environmentOrigin.@value,2,"['Jos Schaars', 'Microsoft Corporation', 'WordPerfect Corporation']"
premis.agent.agentVersion.@value,2,['1.3.2-81']
premis.object.objectCharacteristics.inhibitors.inhibitorType.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/inhibitorType']
premis.rights.rightsStatement.rightsBasis.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/rightsBasis']
premis.object.relationship.relationshipSubType.@value,2,"['has part', 'is part of', 'isEmulatedBy', 'represents', 'requires']"
premis.rights.rightsStatement.linkingObjectIdentifier.linkingObjectIdentifierValue.@value,2,['001']
premis.rights.rightsStatement.copyrightInformation.copyrightApplicableDates.startDate.@value,2,['1991-07-19']
premis.rights.rightsStatement.rightsGranted.restriction.@value,2,['Allow']
premis.object.objectCharacteristics.fixity.messageDigestAlgorithm.authority,2,['cryptographicHashFunctions']
premis.event.eventOutcomeInformation.eventOutcome.@value,2,['00']
premis.event.linkingAgentIdentifier.linkingAgentRole.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole']
premis.agent.agentNote.@value,2,['PRONOM signature files v81']
premis.rights.rightsStatement.rightsStatementIdentifier.rightsStatementIdentifierType.@value,2,['local']
premis.object.environmentDesignation.environmentName.@value,2,"['Disk Operating System', 'Windows', 'WordPerfect for DOS', 'vDos']"
premis.rights.rightsStatement.rightsBasis.@value,2,['Copyright']
premis.event.linkingAgentIdentifier.linkingAgentIdentifierType.@value,2,['local']
premis.object.relationship.relationshipType.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/relationshipType']
premis.object.relationship.relationshipSubType.valueURI,2,"['http://id.loc.gov/vocabulary/preservation/relationshipSubType/hsp', 'http://id.loc.gov/vocabulary/preservation/relationshipSubType/iem', 'http://id.loc.gov/vocabulary/preservation/relationshipSubType/isp', 'http://id.loc.gov/vocabulary/preservation/relationshipSubType/rep', 'http://id.loc.gov/vocabulary/preservation/relationshipSubType/req']"
premis.rights.rightsStatement.rightsGranted.termOfGrant.startDate.@value,2,['2014-04-16']
premis.object.environmentFunction.environmentFunctionType.@value,2,"['operating system', 'software', 'software application']"
premis.event.eventDetailInformation.eventDetail.@value,2,"['program=""fido""']"
premis.object.storage.storageMedium.valueURI,2,['http://id.loc.gov/vocabulary/preservation/storageMedium/har']
premis.agent.agentIdentifier.agentIdentifierValue.@value,2,"['FIDO', 'McLellan, Evelyn', 'NRI']"
premis.object.relationship.relatedEnvironmentPurpose.authority,2,['environmentPurpose']
premis.object.objectCharacteristics.format.formatRegistry.formatRegistryRole.authority,2,['http://id.loc.gov/vocabulary/preservation/formatRegistryRole']
premis.rights.rightsStatement.copyrightInformation.copyrightApplicableDates.endDate.@value,2,['OPEN']
premis.rights.rightsStatement.linkingObjectIdentifier.linkingObjectIdentifierType.@value,2,['local']
premis.object.objectCharacteristics.format.formatRegistry.formatRegistryName.@value,2,['PRONOM']
premis.object.environmentDesignation.environmentDesignationNote.@value,2,['64-bit']
premis.event.eventType.@value,2,['format identification']
premis.object.objectCharacteristics.format.formatRegistry.formatRegistryRole.@value,2,['specification']
premis.object.objectCharacteristics.format.formatRegistry.formatRegistryKey.@value,2,['x-fmt/394']
premis.object.environmentDesignation.environmentVersion.@value,2,"['1.7', '5.1', '7']"
premis.object.relationship.relationshipType.@value,2,"['dependency', 'replacement', 'structural']"
premis.object.relationship.relatedEnvironmentPurpose.valueURI,2,['http://id.loc.gov/vocabulary/preservation/environmentPurpose/ren']
premis.object.storage.contentLocation.contentLocationType.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/contentLocationType']
premis.object.objectCharacteristics.inhibitors.inhibitorTarget.valueURI,2,['http://id.loc.gov/vocabulary/preservation/inhibitorTarget/all']
premis.rights.rightsStatement.linkingAgentIdentifier.linkingAgentRole.@value,2,['rightsholder']
premis.object.objectCharacteristics.inhibitors.inhibitorKey.@value,2,['password']
premis.event.eventOutcomeInformation.eventOutcomeDetail.eventOutcomeDetailNote.@value,2,['positive identification']
premis.rights.rightsStatement.rightsGranted.termOfGrant.endDate.@value,2,['OPEN']
premis.object.relationship.relatedObjectIdentifier.relatedObjectIdentifierValue.@value,2,"['001', '002', '003', '004', '005', '007']"
premis.object.type,2,"['premis:bitstream', 'premis:file', 'premis:intellectualEntity', 'premis:representation']"
premis.object.preservationLevel.preservationLevelValue.@value,2,"['Medium', 'emulation']"
premis.object.objectCharacteristics.fixity.messageDigestOriginator.@value,2,['NRI']
premis.event.eventDateTime.@value,2,['2014-04-16T22:22:22']
premis.agent.agentType.@value,2,"['organization', 'person', 'software']"
premis.object.environmentFunction.environmentFunctionType.valueURI,2,"['http://id.loc.gov/vocabulary/preservation/environmentFunctionType/ops', 'http://id.loc.gov/vocabulary/preservation/environmentFunctionType/soa', 'http://id.loc.gov/vocabulary/preservation/environmentFunctionType/sof']"
premis.object.objectCharacteristics.inhibitors.inhibitorTarget.@value,2,['All content']
premis.object.objectCharacteristics.format.formatRegistry.formatRegistryRole.valueURI,2,['http://id.loc.gov/vocabulary/preservation/formatRegistryRole/spe']
premis.object.significantProperties.significantPropertiesValue.@value,2,"['33', '4063', '712', '9', 'macro']"
premis.event.eventIdentifier.eventIdentifierValue.@value,2,['1de1f888-fbf7-47e5-987e-5e5bc72ac2c5']
premis.object.storage.contentLocation.contentLocationType.authority,2,['contentLocationType']
premis.rights.rightsStatement.linkingAgentIdentifier.linkingAgentIdentifierValue.@value,2,"['McLellan, Evelyn']"
premis.object.storage.contentLocation.contentLocationType.@value,2,"['Byte offset', 'EXT3', 'XFS']"
premis.rights.rightsStatement.copyrightInformation.copyrightJurisdiction.@value,2,['CA']
premis.object.relationship.relationshipType.authority,2,['relationshipType']
premis.agent.agentType.authority,2,['agentType']
premis.object.objectCharacteristics.inhibitors.inhibitorTarget.authority,2,['inhibitorTarget']
premis.event.eventIdentifier.eventIdentifierType.@value,2,['UUID']
premis.event.linkingAgentIdentifier.linkingAgentRole.valueURI,2,"['http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/exe', 'http://id.loc.gov/vocabulary/preservation/eventRelatedAgentRole/imp']"
premis.object.relationship.relationshipSubType.authority,2,['relationshipSubType']
premis.object.environmentRegistry.environmentRegistryKey.@value,2,['http://sourceforge.net/projects/vdos/']
premis.object.storage.storageMedium.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/storageMedium']
premis.rights.rightsStatement.linkingAgentIdentifier.linkingAgentIdentifierType.@value,2,['local']
premis.object.environmentRegistry.environmentRegistryRole.authority,2,['environmentRegistryRole']
premis.object.originalName.@value,2,"['%transferDirectory%objects/LETTER.wpd', '%transferDirectory%objects/vDos.exe']"
premis.object.objectIdentifier.objectIdentifierValue.@value,2,"['001', '002', '003', '004', '005', '006', '007']"
premis.event.linkingObjectIdentifier.linkingObjectIdentifierValue.@value,2,['001']
premis.object.objectCharacteristics.inhibitors.inhibitorType.valueURI,2,['http://id.loc.gov/vocabulary/preservation/inhibitorType/pas']
premis.object.storage.storageMedium.authority,2,['storageMedium']
premis.agent.agentType.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/agentType']
premis.object.objectCharacteristics.inhibitors.inhibitorType.authority,2,['inhibitorType']
premis.object.relationship.relatedEnvironmentPurpose.@value,2,['render']
premis.object.objectCharacteristics.fixity.messageDigestAlgorithm.@value,2,['SHA-256']
premis.object.objectCharacteristics.inhibitors.inhibitorTarget.authorityURI,2,['http://id.loc.gov/vocabulary/preservation/inhibitorTarget']
premis.object.significantProperties.significantPropertiesType.@value,2,"['behavior', 'character count', 'line count', 'paragraph count', 'word count']"
