,count,values
dataset.system.grid.intervalZ.@value,2,['10']
dataset.contributor.name.@value,2,['Contributor 1']
dataset.system.grid.point.positionX.@value,2,['20']
dataset.provenance.step.instrument.history.event.id,2,"['i1', 'i2']"
dataset.contact.affiliation.id.type,2,['gnd']
dataset.provenance.step.method.description.@value,2,['longer text describing the method']
dataset.title.lang,2,['en']
dataset.project.level,2,['1']
dataset.context.referencePublication.id.@value,2,['http://dx.doi.org/10.1080/00268976.2016.1213909']
dataset.subjects.subject.@value,2,"['Thermodynamics', 'Thermodynamik']"
dataset.measuredVariable.name.@value,2,"['Geschwindigkeit', 'Temperatur']"
dataset.contact.id.scheme,2,['https://orcid.org']
dataset.provenance.step.tool.SoftwareApplication.id.scheme,2,['https://dx.doi.org/']
dataset.rightsStatement.rightsGranted.act.valueURI,2,['']
dataset.system.phase.component.forcefield.parameter.name.@value,2,"['Para1', 'Para2']"
dataset.context.relatedResource.id.@value,2,['10.7865/3ko249eko32']
dataset.creator.id.type,2,['doi']
dataset.system.grid.file.checksum.@value,2,['erkefmei2ji43jdie2o4kj3k2']
dataset.format.formatRegistry.simpleLink,2,['http://irgendeinlink.de']
dataset.provenance.step.instrument.id,2,['i12345']
dataset.contact.givenName.@value,2,['Testeria Carla']
dataset.provenance.step.instrument.name.@value,2,['Laser-Tomograph']
dataset.context.relatedResource.link.@value,2,['http://www.testpublikation.repo.i/']
dataset.provenance.step.instrument.software.@value,2,['EXT-SW']
dataset.system.phase.name,2,['']
dataset.provenance.step.environment.compiler.name.@value,2,['GCC']
dataset.storage.contentLocation.simpleLink,2,['http://ein.simpler.link.zum.File']
dataset.system.phase.component.unit.@value,2,['mmol']
dataset.provenance.step.errorMethod.name.@value,2,['block averaging']
dataset.identifier.scheme,2,['']
dataset.fundingReference.awardNumber.awardURI,2,['http://link.to.award']
dataset.rightsStatement.statuteInformation.statuteCitation.valueURI,2,['']
dataset.provenance.step.method.parameter.name.@value,2,['para1']
dataset.system.grid.intervalX.@value,2,['10']
dataset.provenance.step.instrument.type.@value,2,['CTR']
dataset.rightsStatement.statuteInformation.statuteCitation.authority,2,['']
dataset.provenance.step.environment.compiler.flags.@value,2,['g erw werdkw ekwr']
dataset.creator.affiliation.name.@value,2,"['FoKUS, Universitätsbibliothek Stuttgart']"
dataset.resourceType.@value,2,['Inputfile to Simulation']
dataset.title.@value,2,['This Is An English Testtitle']
dataset.provenance.step.tool.codeRepository.@value,2,['https://url.zum.repo']
dataset.contact.affiliation.name.@value,2,['Universitätsbibliothek Stuttgart']
dataset.provenance.step.instrument.history.event.date.@value,2,['2017-03-25T13:11:58']
dataset.creator.id.@value,2,['10.18419/fd-17256']
dataset.contributor.affiliation.name.@value,2,['Helper Institute']
dataset.rightsStatement.rightsBasis.authorityURI,2,['']
dataset.provenance.step.environment.name.@value,2,['CRAY']
dataset.system.phase.component.smilesCode.@value,2,['s3423']
dataset.creator.affiliation.id.type,2,"['gnd', 'orcid']"
dataset.system.grid.countY.@value,2,['100']
dataset.subjects.subject.valueURI,2,"['4059827-5', '536.7', 'http://www.thingsmadethinkable.com/item/fields_of_knowledge.php?focus=Thermodynamics']"
dataset.provenance.step.instrument.software.os,2,['Linux']
dataset.system.grid.countBlocks.@value,2,['1000000']
dataset.rightsStatement.rightsStatementIdentifier.simpleLink,2,['']
dataset.system.boundaryCondition.parameter.name.@value,2,['ParaB12']
dataset.description.descriptionType,2,['Abstract']
dataset.keywords.keyword.@value,2,"['Testkeyword', 'Thermodynamics', 'flow velocity', 'test area']"
dataset.system.grid.point.positionY.@value,2,['50']
dataset.system.boundaryCondition.parameter.unit.@value,2,['mm']
dataset.provenance.step.actor.familyName.@value,2,['Test']
dataset.provenance.step.instrument.serialnum.@value,2,['d3423203432']
dataset.context.referencePublication.url.@value,2,['http://www.tandfonline.com/doi/abs/10.1080/00268976.2016.1213909']
dataset.context.relatedIdentifier.relationType,2,['IsSourceOf']
dataset.size.@value,2,['12432403423']
dataset.provenance.step.instrument.history.event.notes.@value,2,"['Sensor bliablablub kaputt', 'einbau schwierig']"
dataset.resourceType.resourceTypeGeneral,2,['Dataset']
dataset.measuredVariable.unit.@value,2,"['Celsius', 'm/s']"
dataset.creator.givenName.@value,2,['Jane']
dataset.provenance.step.tool.SoftwareApplication.checksum.@value,2,['edkower4523k42']
dataset.system.phase.component.name.@value,2,['Component1']
dataset.contributor.role.@value,2,['DataCollector']
dataset.creator.email.@value,2,['jane.doe@ub.uni-stuttgart.de']
dataset.system.phase.component.forcefield.parameter.value.@value,2,"['Val1', 'Val2']"
dataset.provenance.step.tool.softwareVersion.@value,2,['4.2']
dataset.rightsStatement.rightsBasis.valueURI,2,['']
dataset.rightsStatement.rightsGranted.act.authorityURI,2,['']
dataset.keywords.keyword.vocabulary,2,['Testvokab']
dataset.provenance.step.tool.SoftwareApplication.id.type,2,['doi']
dataset.mode.@value,2,"['Experiment', 'Prediction', 'Simulation']"
dataset.workedNote.@value,2,"['Did not work, becouse of parameter x']"
dataset.provenance.step.instrument.date.@value,2,['2017-08-09T12:35:51']
dataset.provenance.step.method.parameter.value.@value,2,['23.5']
dataset.contributor.familyName.@value,2,['Helfer Helferin']
dataset.system.grid.countCells.@value,2,['1000000']
dataset.provenance.step.actor.givenName.@value,2,['Testine']
dataset.system.boundaryCondition.parameter.value.@value,2,['23.5']
dataset.dates.date.@value,2,"['2017-08-09', '2017-09-19', '2019-09-19']"
dataset.system.grid.scalingFormula.@value,2,['7.5f * a']
dataset.system.grid.file.checksum.algorithm,2,['md5']
dataset.controlledVariable.unit.@value,2,['Newton']
dataset.checksum.@value,2,['eekowr32ko4j324k3l2']
dataset.contact.name.@value,2,"['Test, Testeria Carla']"
dataset.creator.familyName.@value,2,['Doe']
dataset.controlledVariable.name.@value,2,['Kraft']
dataset.controlledVariable.symbol.@value,2,['p']
dataset.context.relatedIdentifier.relatedIdentifierType,2,['DOI']
dataset.system.phase.component.id,2,['c123']
dataset.provenance.step.tool.SoftwareSourceCode.checksum.@value,2,['bw2ko34kdowjekr']
dataset.rightsStatement.rightsGranted.act.authority,2,['']
dataset.rightsStatement.rightsBasis.authority,2,['']
dataset.provenance.step.type.@value,2,['generation']
dataset.subjects.subject.subjectScheme,2,"['DDC', 'FOK', 'GND']"
dataset.provenance.step.tool.name.@value,2,['Gromacs']
dataset.system.grid.countX.@value,2,['100']
dataset.system.grid.intervalY.@value,2,['10']
dataset.context.relatedResource.checksum.algorithm,2,['md5']
dataset.worked.@value,2,['0']
dataset.fundingReference.funderIdentifier.@value,2,['https://dx.doi.org/10.23493.123912/']
dataset.contributor.id.scheme,2,['https://orcid.org/']
dataset.provenance.step.actor.affiliation.address.@value,2,['Tastido']
dataset.contributor.id.@value,2,[' orcid.org/0000-0003-8514-0565']
dataset.provenance.step.date.@value,2,['2001-10-26T21:32:52']
dataset.contributor.affiliation.address.@value,2,"['Helperstr. 28, Helpercity']"
dataset.creator.affiliation.id.@value,2,"['43167-9', 'https://orcid.org/0000-0002-8524-0569']"
dataset.contact.role.@value,2,['ContactPerson']
dataset.system.grid.countZ.@value,2,['100']
dataset.system.grid.point.positionZ.@value,2,['70']
dataset.context.relatedIdentifier.relatedMetadataScheme,2,['']
dataset.identifier.type,2,['doi']
dataset.system.grid.unit.@value,2,['mm']
dataset.provenance.step.order,2,['0']
dataset.contributor.email.@value,2,['hans.helper@helperinstitut.de']
dataset.provenance.step.input.checksum.@value,2,['b2dowrcw233k423']
dataset.description.@value,2,['And this is the Abstract']
dataset.contributor.id.type,2,['orcid']
dataset.provenance.step.instrument.description.@value,2,['neues Gerät in Bau3 34.234.3432']
dataset.provenance.step.system.@value,2,['s2']
dataset.creator.affiliation.address.@value,2,"['Holzgartenstr. 20, Stuttgart']"
dataset.contact.address.@value,2,"['Holzgartenstr. 16, Stuttgart']"
dataset.contributor.givenName.@value,2,['Hans']
dataset.version.@value,2,['1.0']
dataset.fundingReference.funderIdentifier.funderIdentifierType,2,['Crossref Funder ID']
dataset.provenance.step.method.name.@value,2,['numerical simulation']
dataset.provenance.step.tool.SoftwareSourceCode.checksum.algorithm,2,['md5']
dataset.provenance.step.tool.URL.@value,2,['http://gromacs-software.com']
dataset.subjects.subject.schemeURI,2,"['', 'http://www.thingsmadethinkable.com/']"
dataset.rightsStatement.copyrightInformation.copyrightJurisdiction.@value,2,['DE']
dataset.system.temporalResolution.numberOfTimesteps.@value,2,['10000']
dataset.provenance.step.environment.nodes.@value,2,['10']
dataset.context.relatedResource.id.type,2,['doi']
dataset.provenance.step.tool.operatingSystem.@value,2,['UNIX']
dataset.provenance.step.tool.programmingLanguage.@value,2,['C++']
dataset.provenance.step.instrument.location.@value,2,"['Bau3, UB 1.23.']"
dataset.system.parameter.value.@value,2,['25.7']
dataset.project.@value,2,"['Project title', 'Subproject title']"
dataset.provenance.step.tool.SoftwareApplication.link.@value,2,['http://link.zu.gromacs.app']
dataset.fundingReference.awardTitle.@value,2,"[""Testproject 'Katalonien'""]"
dataset.provenance.step.input.link.@value,2,['http://link.zu.input.file']
dataset.provenance.step.input.checksum.algorithm,2,['test']
dataset.provenance.step.instrument.version,2,['0.5']
dataset.context.referencePublication.id.scheme,2,['']
dataset.contact.affiliation.id.@value,2,['43167-9']
dataset.keywords.keyword.vocabularyURL,2,['http://testvocab/testkeyword']
dataset.provenance.step.environment.ppn.@value,2,['2']
dataset.provenance.step.tool.SoftwareApplication.id.@value,2,['10.232456.bl-eower']
